no,tgl_iklan,url,harga,kota,LT,LB,KT,KM,KTP,KMP,carport,garasi,listrik,surat,judul,deskripsi
81,04-01-2021,"Dijual Rumah Siap Huni di Cipinang Pondok Bambu Duren Sawit Jakarta Timur, Cipinang, Jakarta Timur, DKI Jakarta, 3 Kamar Tidur, 125 m², Rumah dijual, Oleh Wanti ., Rp 3,551085 M, 17360056",3551085000,Jakarta ,143,125,3,2,1,1,2,0,2200,"SHM, IMB",Dijual Rumah Siap Huni di Cipinang Pondok Bambu Duren Sawit Jakarta Timur,4 unit ac
82,04-01-2021,"PERUMAHAN SUNTER DANAU INDAH, SUNTER DANAU INDAH, Koja, Jakarta Utara, DKI Jakarta, 5 Kamar Tidur, 176 m², Rumah dijual, Oleh HARTONO ., Rp 4,1 M, 16875707",4100000000,Jakarta ,184,176,5,3,0,0,3,0,3500,SHM,PERUMAHAN SUNTER DANAU INDAH,bangunan baru tahun 2019
83,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-dijual-dalam-komplek-2lantai-hadap-timur-ada-taman-dpn-blkg-oleh-ano-sumarno-16718189,9500000000,Jakarta ,378,360,5,3,1,1,1,1,0,SHM,"Rumah Dijual Dalam Komplek, 2lantai, Hadap Timur, Ada Taman Dpn Blkg",shm
84,04-01-2021,https://www.rumah.com/listing-properti/dijual-di-jual-rumah-di-sunter-dekat-kemayoran-oleh-lia-18423343,2250000000,Jakarta ,170,250,3,3,1,0,3,0,2200,SHM,Di jual Rumah di Sunter dekat kemayoran,
85,04-01-2021,https://www.rumah.com/listing-properti/dijual-perumahan-bintaro-jaya-sektor-1-jakarta-selatan-oleh-iin-agustina-17836304,4500000000,Jakarta ,350,300,4,2,0,0,2,1,2200,SHM,Perumahan Bintaro. Jaya Sektor 1 jakarta Selatan,Harga Rp.5.5 M
86,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-murah-di-cluster-laseine-jakarta-garden-city-jakarta-timur-oleh-mutia-17977382,1580000000,Jakarta ,102,89,4,1,1,1,1,0,2200,PPJB,"Rumah Murah di Cluster Laseine , Jakarta Garden City, Jakarta Timur",
87,04-01-2021,https://www.rumah.com/listing-properti/dijual-jual-murah-rumah-lama-siap-huni-area-rawamangun-oleh-raihany-18410470,2500000000,Jakarta ,135,120,3,3,0,0,0,1,2200,SHM,"JUAL MURAH. .RUMAH LAMA SIAP HUNI, Area Rawamangun.",more info
88,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-oleh-ine-17355597,20000000000,Jakarta ,550,1000,6,6,2,0,7,1,11000,SHM,Rumah,Indah
89,04-01-2021,https://www.rumah.com/listing-properti/dijual-2-bedrooms-rumah-kalisari-jakarta-timur-dki-jakarta-oleh-graha-satria-pratama-18411901,900000000,Jakarta ,43,49,2,1,0,0,1,0,1300,SHM,"2 Bedrooms Rumah Kalisari, Jakarta Timur, DKI Jakarta",82213420829
90,04-01-2021,https://www.rumah.com/listing-properti/dijual-tb-simatupang-antasari-rumah-mewah-zonasi-vertikal-r-7-harga-bersahabat-oleh-nina-ika-dewandari-15309581,30000000000,Jakarta ,1198,550,4,3,0,0,7,1,10600,SHM,"TB Simatupang, Antasari Rumah Mewah Zonasi Vertikal R. 7 Harga Bersahabat",Hanya 1 menit ke Indomaret
91,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-tanjung-duren-oleh-adut-sugianto-17764763,1200000000,Jakarta ,55,110,3,1,0,0,0,0,2200,SHGB,Rumah Tanjung Duren,"Hanya 1 menit ke ATM BNI, MANDIRI, BCA, BANK DKI dan BRI"
92,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-pluit-kencana-mewah-rapi-bagus-siap-huni-jalanan-lebar-oleh-harry-chang-17553420,8000000000,Jakarta ,325,500,5,5,1,1,1,1,5500,SHM,"Rumah Pluit Kencana, Mewah, Rapi, Bagus, Siap Huni, Jalanan Lebar",Hanya 2 menit ke JORR
93,04-01-2021,https://www.rumah.com/listing-properti/dijual-taman-aries-oleh-lenny-wong-18155092,2200000000,Jakarta ,120,80,2,2,1,1,1,0,2200,SHM,Taman Aries,Hanya 4 menit ke RS Adhyaksa
94,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-minimalis-indent-last-unit-strategis-cijantung-pasar-rebo-jakarta-timur-oleh-yulianto-18316863,1175000000,Jakarta ,89,100,4,3,0,0,2,0,2200,SHM,Rumah Minimalis Indent Last Unit Strategis Cijantung Pasar Rebo Jakarta Timur,Hanya 5 menit ke pusat jajanan GREEN TERRACE
95,04-01-2021,https://www.rumah.com/listing-properti/dijual-modern-house-selangkah-akses-toll-desari-oleh-allan-dody-17129954,2250000000,Jakarta ,107,140,3,3,1,1,2,0,2200,SHM,MODERN HOUSE SELANGKAH AKSES TOLL DESARI,Hanya 5 menit ke TMII Jakarta
96,04-01-2021,https://www.rumah.com/listing-properti/dijual-perumahan-duri-kosambi-oleh-hans-joseph-tjahjadi-18400728,6500000000,Jakarta ,417,468,6,3,1,1,4,0,5500,SHM,perumahan duri kosambi,Hanya 5 menit ke terminal dan stasiun LRT Kp. Rambutan
97,04-01-2021,https://www.rumah.com/listing-properti/dijual-di-jual-cepat-murah-3-rumah-luas-tanah-1080-m2-lingkungan-asri-bukit-cireundeu-deket-mrt-cocok-untuk-oleh-abdullah-rifky-said-ss-17525142,6600000000,Jakarta ,1080,600,6,6,0,0,4,0,2200,SHM,DI JUAL CEPAT MURAH 3 RUMAH LUAS TANAH 1080 m2 LINGKUNGAN ASRI BUKIT CIREUNDEU DEKET MRT COCOK UNTUK,Hanya 5 menit ke MCD Cipayung
98,04-01-2021,https://www.rumah.com/listing-properti/dijual-bangunan-artistik-luas-500m-di-permata-buana-oleh-seandy-salim-16151002,28000000000,Jakarta ,500,1000,4,4,0,0,3,3,16500,SHM,"Bangunan Artistik, luas 500m di Permata Buana",Hanya 5 menit ke stasiun LRT Ciracas
99,04-01-2021,https://www.rumah.com/listing-properti/dijual-rumah-full-bata-merah-di-jln-benda-jagakarsa-oleh-iko-17681042,1700000000,Jakarta ,100,165,4,4,0,0,2,0,2200,SHM,"Rumah full bata merah Di jln Benda Jagakarsa
",Hanya 10 menit ke MABES TNI
100,04-01-2021,https://www.rumah.com/listing-properti/dijual-the-wiladatika-residence-oleh-sri-mulyanto-18425324,875000000,Jakarta ,72,70,2,1,0,0,1,0,2200,SHM,The Wiladatika Residence,Hanya 10 menit ke TAMINI SQUARE
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Hubungi team marketing kami di:
,,,,,,,,,,,,,,,,0811 1281 951 - 0811 901 951
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Cara Bayar :
,,,,,,,,,,,,,,,,Cash Keras
,,,,,,,,,,,,,,,,Cash Bertahap
,,,,,,,,,,,,,,,,Kpr
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Minat Hubungi :
,,,,,,,,,,,,,,,,Sales In House
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,JAJANG
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,85648077749
,,,,,,,,,,,,,,,,Cash
,,,,,,,,,,,,,,,,Cash Bertahap 8 bln
,,,,,,,,,,,,,,,,KPR Min Dp.20% (BTN & BNI Syariah)
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,Booking Fee 25 jt
